esxi1-mgmt.home.lab,ac:1f:6b:98:d4:14,172.16.1.21,255.255.255.0,172.16.1.1,100,100
esxi2-mgmt.home.lab,ac:1f:6b:83:fe:92,172.16.1.22,255.255.255.0,172.16.1.1,100,100
esxi3-mgmt.home.lab,00:50:56:bb:19:74,172.16.1.152,255.255.255.0,172.16.1.1,100,100
